2.000000,70.000000
1.000000,70.000000
1.000000,42.000000
3.000000,98.000000
1.000000,70.000000
2.000000,42.000000
1.000000,162.000000
1268.000000,68388.000000
1203.000000,66626.000000
1362.000000,73986.000000
1457.000000,79654.000000
1374.000000,75488.000000
1343.000000,74644.000000
1466.000000,79224.000000
1344.000000,72648.000000
1259.000000,69342.000000
1533.000000,82782.000000
1231.000000,67506.000000
1612.000000,87048.000000
1271.000000,69926.000000
1436.000000,78516.000000
1454.000000,79200.000000
1534.000000,82884.000000
1248.000000,68238.000000
1602.000000,86532.000000
1395.000000,75408.000000
1289.000000,70224.000000
1638.000000,88398.000000
1325.000000,72474.000000
1525.000000,84640.000000
1572.000000,84904.000000
1304.000000,71016.000000
1460.000000,80558.000000
1550.000000,83846.000000
1506.000000,82524.000000
2084.000000,112944.000000
1293.000000,70814.000000
2096.000000,114204.000000
1418.000000,77154.000000
1446.000000,78292.000000
1709.000000,93682.000000
1630.000000,90004.000000
1461.000000,79530.000000
1483.000000,80850.000000
1414.000000,78418.000000
1545.000000,85278.000000
1624.000000,89512.000000
1421.000000,78406.000000
1535.000000,84248.000000
1571.000000,86286.000000
1548.000000,83730.000000
1297.000000,71074.000000
1492.000000,82728.000000
1504.000000,81402.000000
1222.000000,66546.000000
1569.000000,85320.000000
1326.000000,72402.000000
1680.000000,90852.000000
1231.000000,68302.000000
1701.000000,92130.000000
1347.000000,73586.000000
1421.000000,78054.000000
1537.000000,83286.000000
1293.000000,70416.000000
1592.000000,86082.000000
1227.000000,66756.000000
1453.000000,79194.000000
1408.000000,76778.000000
1782.000000,99564.000000
1834.000000,106298.000000
1339.000000,72730.000000
1290.000000,70248.000000
1399.000000,76610.000000
1480.000000,80082.000000
1384.000000,74904.000000
1323.000000,73338.000000
1585.000000,86352.000000
1435.000000,77472.000000
1449.000000,78294.000000
1502.000000,81654.000000
1421.000000,76944.000000
1610.000000,88234.000000
1648.000000,90828.000000
1399.000000,76194.000000
1679.000000,90738.000000
1296.000000,71530.000000
1615.000000,87462.000000
1435.000000,77526.000000
2000.000000,110998.000000
1505.000000,82016.000000
1592.000000,88506.000000
1456.000000,80326.000000
1481.000000,82092.000000
1740.000000,94892.000000
1269.000000,69120.000000
1444.000000,79438.000000
1490.000000,80636.000000
1387.000000,76908.000000
1499.000000,83156.000000
1568.000000,85106.000000
1402.000000,77218.000000
1591.000000,86282.000000
1312.000000,72504.000000
1729.000000,94350.000000
1383.000000,75222.000000
1497.000000,82496.000000
1504.000000,81450.000000
1548.000000,85034.000000
1416.000000,76920.000000
