688.000000,38352.000000
1387.000000,75214.000000
892.000000,49162.000000
1306.000000,70662.000000
1092.000000,60990.000000
1430.000000,78860.000000
1387.000000,76314.000000
1605.000000,87890.000000
1342.000000,74000.000000
1378.000000,74472.000000
1329.000000,71814.000000
1321.000000,73410.000000
1475.000000,79734.000000
1394.000000,76272.000000
1513.000000,82296.000000
1510.000000,82936.000000
1464.000000,79876.000000
1448.000000,79162.000000
1474.000000,81214.000000
1511.000000,83090.000000
1601.000000,88932.000000
1425.000000,79588.000000
1677.000000,91504.000000
1465.000000,81848.000000
1439.000000,80960.000000
1656.000000,91074.000000
1255.000000,68922.000000
1587.000000,85794.000000
1217.000000,66946.000000
1441.000000,79490.000000
1359.000000,75058.000000
1736.000000,95954.000000
1230.000000,67830.000000
1751.000000,97360.000000
1555.000000,88716.000000
1428.000000,78644.000000
1375.000000,75578.000000
1384.000000,75240.000000
1398.000000,75972.000000
1354.000000,73968.000000
1518.000000,82092.000000
1190.000000,65932.000000
1605.000000,86826.000000
1343.000000,74044.000000
1653.000000,89838.000000
1454.000000,79116.000000
1374.000000,76074.000000
1822.000000,99056.000000
1433.000000,78518.000000
1477.000000,81732.000000
1519.000000,83934.000000
1609.000000,87090.000000
1596.000000,88640.000000
1654.000000,90160.000000
1405.000000,78040.000000
1534.000000,82932.000000
1476.000000,80646.000000
1541.000000,84074.000000
1401.000000,75970.000000
1511.000000,82250.000000
1413.000000,76410.000000
1516.000000,83366.000000
1420.000000,76788.000000
1483.000000,81270.000000
1382.000000,76094.000000
1558.000000,84300.000000
1275.000000,69854.000000
1641.000000,88686.000000
1231.000000,67654.000000
1623.000000,87702.000000
1248.000000,69054.000000
1411.000000,77942.000000
1594.000000,86224.000000
1235.000000,68382.000000
1403.000000,76398.000000
1597.000000,86550.000000
1456.000000,78810.000000
1206.000000,66794.000000
1455.000000,79044.000000
1682.000000,91678.000000
1314.000000,71562.000000
1629.000000,88224.000000
1264.000000,70098.000000
1636.000000,88488.000000
1248.000000,68112.000000
1460.000000,80656.000000
1587.000000,85734.000000
1241.000000,67700.000000
1579.000000,85374.000000
1263.000000,69674.000000
1591.000000,85962.000000
1583.000000,86972.000000
1651.000000,91994.000000
1625.000000,88382.000000
1557.000000,85570.000000
1533.000000,82956.000000
1360.000000,73730.000000
1461.000000,79518.000000
1444.000000,78228.000000
1561.000000,86178.000000
1371.000000,74946.000000
1506.000000,81412.000000
1392.000000,76166.000000
1447.000000,79332.000000
1283.000000,69882.000000
1372.000000,75432.000000
1493.000000,80658.000000
1213.000000,66418.000000
1539.000000,83208.000000
1426.000000,77118.000000
1241.000000,69082.000000
1382.000000,75556.000000
1685.000000,91874.000000
1280.000000,70746.000000
1422.000000,78444.000000
1625.000000,87816.000000
1199.000000,66062.000000
1604.000000,86688.000000
1307.000000,72270.000000
1581.000000,85410.000000
1367.000000,74510.000000
1378.000000,75382.000000
1401.000000,76206.000000
792.000000,42990.000000
944.000000,51564.000000
913.000000,49680.000000
360.000000,20586.000000
583.000000,31584.000000
852.000000,47000.000000
498.000000,27236.000000
580.000000,31932.000000
779.000000,42500.000000
977.000000,53394.000000
1349.000000,72990.000000
1226.000000,66336.000000
1279.000000,70958.000000
1425.000000,78010.000000
1465.000000,80962.000000
1386.000000,75290.000000
1349.000000,74352.000000
1376.000000,74664.000000
1321.000000,71550.000000
1533.000000,83746.000000
1504.000000,81780.000000
1418.000000,76596.000000
1520.000000,82716.000000
1386.000000,75510.000000
1571.000000,84972.000000
1342.000000,73668.000000
1562.000000,84408.000000
1340.000000,73312.000000
1383.000000,75282.000000
1349.000000,73398.000000
1512.000000,83054.000000
1398.000000,75570.000000
1226.000000,66738.000000
1449.000000,78306.000000
1247.000000,68630.000000
1556.000000,84036.000000
1353.000000,73056.000000
1296.000000,71896.000000
1316.000000,72216.000000
1671.000000,90270.000000
1297.000000,71316.000000
1496.000000,80862.000000
1280.000000,70284.000000
1559.000000,84246.000000
1256.000000,69500.000000
1561.000000,84306.000000
1264.000000,69898.000000
1424.000000,78402.000000
1556.000000,84138.000000
1273.000000,69790.000000
1597.000000,86754.000000
1310.000000,72152.000000
1498.000000,81020.000000
1308.000000,72584.000000
1509.000000,82434.000000
1341.000000,72738.000000
1366.000000,73776.000000
1510.000000,82766.000000
1466.000000,81172.000000
1562.000000,85992.000000
1562.000000,86384.000000
1486.000000,83218.000000
1616.000000,89188.000000
1359.000000,75896.000000
1640.000000,89324.000000
1264.000000,69826.000000
1613.000000,87342.000000
1279.000000,70132.000000
